구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드
,36,22,하늘왕국 왕궁 배경,루나,Luna,露娜,26,봉인 후 마도사는 훗날 누군가가 이 힘을 제대로 사용하길 원했죠.,"After sealing it, the wizard wanted someone to use this power properly later on.",封印後，魔法師希望有一天能夠有人正確地使用這股力量。,,
,36,23,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그래서 세상에 문명에 대한 정보를 유물에 기록하였습니다.,So he recorded information about civilization on the artifact.,於是，他將有關文明的資訊記錄在遺物中，傳遞給後人。,,
,36,24,하늘왕국 왕궁 배경,베로니카,Veronica,貝羅尼卡,94,그럼 그 정보란게 레무리아가 봉인 된 위치인 건가요?,So that information is where Remuria is sealed?,那麼，那些資訊是指雷穆利亞被封印的位置嗎？,,
,36,25,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그래요. 정확하게는 봉인을 푸는 방법에 대해 나와있습니다.,"Yes, exactly how to unseal the seal.",沒錯。準確來說，那些資訊記載了解除封印的方法。,,
,36,26,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그리고 쉽게 알 수 없도록 유물을 3개로 나누었죠.,And he divided the artifact into three pieces so that it's hard to read.,為了讓人不容易發現，魔法師將遺物分成了三個部分。,,
,36,27,하늘왕국 왕궁 배경,요셉,Joseph,約瑟,98,그 3개 중 이미 검은로브가 2개를 모은거군요.,Black robe has already collected 2 artifacts out of those three.,那三個中的兩個，已經被黑袍人收集齊了。,,
,36,28,하늘왕국 왕궁 배경,요셉,Joseph,約瑟,98,고대 문명의 위치를 찾아내면 자신들의 이익을 위해 그 힘을 악용하겠죠.,"If he find the location of an ancient civilization, he will abuse its power for his own.",如果找到了古代文明的位置，他們肯定會為了自己的利益濫用那股力量。,,
,36,29,하늘왕국 왕궁 배경,베로니카,Veronica,貝羅尼卡,94,"이대로 놔둘 순 없습니다. 유물을 지켜야해요, 왕녀님!","I can't leave it as it is. We must protect the artifact, my princess!",我們不能就這樣放任不管。必須保護遺物，公主殿下！,,
,36,30,하늘왕국 왕궁 배경,루나,Luna,露娜,26,괜찮습니다. 하늘왕국에서 가장 안전한 곳에 있...,It's okay. It's in the safest place in Sky realm...,沒問題。它們會被安放在蒼空帝國中最安全的地方...,,
,36,31,하늘왕국 왕궁 배경,,,,0,루나 왕녀는 말을 하다 멈추곤 예전 일을 회상했다.,Princess Luna stopped talking and recalled the past.,露娜公主在說話時停了下來，回想起了過去的事情。,,
,36,32,하늘왕국 왕궁 배경,,,,0,그리고 헥토르를 바라보며 입을 열었다.,Then she looked at Hector and opened her mouth.,然後，她轉向赫克托爾，開口說道。,,
,36,33,하늘왕국 왕궁 배경,루나,Luna,露娜,26,더 이상 안전한 곳은 없죠. 헥토르 그곳으로 안내해주세요.,"There's no place safe anymore. Hector, please show them there.",再也沒有比那裡更安全的地方了。赫克托爾，請帶我們去那裡。,,
,36,34,하늘왕국 왕궁 배경,헥토르,Hector,赫克托爾,30,"네, 가시죠. 망자의 은신처로.","Yes, let's go to Deads' Refuge.",好的，我們走吧。前往亡者的藏身處。,,
,37,1,망자의 은신처 배경,헥토르,Hector,赫克托爾,30,이곳에 와도 유물은 쉽게 가져올 수 없을 겁니다.,"Even if he comes here, he won't be able to bring the artifacts easily.",即使來到這裡，遺物也不容易被拿到手。,,
,37,2,망자의 은신처 배경,누리,Nuri,諾莉,2,왜요?,Why?,為什麼呢？,,
,37,3,망자의 은신처 배경,헥토르,Hector,赫克托爾,30,드래곤 슬레이어를 봉인해야만 유물을 가져올 수 있으니까요.,He has to seal Dragon slayer to take the artifact.,只有封印屠龍者，才能將遺物帶出來。,,
,37,4,망자의 은신처 배경,누리,Nuri,諾莉,3,"그정도면 괘..괜찮아요, 그치 (주인공)?","That's fine, isn't it, (주인공)?",那樣的話應該沒問題吧……對吧(주인공)？,,
,37,5,망자의 은신처 배경,즈믄,Zimon,茲門,6,같은 테이머이면서 이럴 때만 (주인공) 찾네.,You're also a tamer but you're only trying to put it off to (주인공).,明明是同樣的屠龍者，偏偏這時候才找(주인공)啊。,,
,37,6,망자의 은신처 배경,누리,Nuri,諾莉,4,예쁜 얼굴에 상처라도 나면 네가 책임질거야?!,Are you going to take responsibility if I hurt my pretty face?!,如果那張漂亮的臉上有一絲傷痕，你打算負責嗎？！,,
,37,7,망자의 은신처 배경,즈믄,Zimon,茲門,7,책임질 정도의 얼굴은 아닌걸~,You don't look so pretty.,也不算責任重大到那種程度吧~,,
,37,8,망자의 은신처 배경,누리,Nuri,諾莉,4,뭐어?!,What did you say?!,什麼啊？！,,
,37,9,망자의 은신처 배경,,,,0,티격태격거리는 둘을 두고 드래곤 슬레이어를 봉인하기 위해 움직였다.,"I tried to seal Dragon slayer, over the two quarreling.",看著兩人你來我往的爭執，開始行動起來，準備封印屠龍者。,,
,38,1,망자의 은신처 배경,누리,Nuri,諾莉,3,유물을 찾았다!,We found the artifact!,找到了遺物！,,
,38,2,망자의 은신처 배경,즈믄,Zimon,茲門,6,고대 문자로 써져 있는데?,It's written in ancient letters.,是用古代文字寫的嗎？,,
,38,3,망자의 은신처 배경,베로니카,Veronica,貝羅尼卡,94,고대 문자라면 조금은 알고 있습니다만…,I know a little bit about ancient letters.But...,如果是古代文字的話，我稍微知道一些…,,
,38,4,망자의 은신처 배경,베로니카,Veronica,貝羅尼卡,97,너무 오래된 문자라 알아보기가 힘드네요.,it's hard to read because it's such an old text.,這是太久遠的文字，真的是很難辨認啊。,,
,38,5,망자의 은신처 배경,누리,Nuri,諾莉,2,고대 문자라면 넬슨이 알지도 몰라! 마을에 가서 넬슨에게 해독해달라고 하자!,"If it's an ancient letter, Nelson might know it! Let's go to village and ask Nelson to decipher it!",如果是古代文字的話，或許奈爾森知道！我們去村裡找奈爾森，讓他幫我們解讀吧！,,
,38,6,망자의 은신처 배경,헥토르,Hector,赫克托爾,32,왕녀님이 허락치 않으실겁니다.,The princess won't allow it.,公主殿下應該不會允許的吧。,,
,38,7,망자의 은신처 배경,즈믄,Zimon,茲門,6,그럼 가서 허락을 받으면 되겠네.,Then you can go get permission.,那我們去請她允許吧。,,
,38,8,망자의 은신처 배경,헥토르,Hector,赫克托爾,32,루나 왕녀님의 고집을 어떻게 꺽으실..!,How can we break Princess Luna's stubbornness?,怎麼可能打破露娜公主固執的心態呢！,,
,38,9,망자의 은신처 배경,즈믄,Zimon,茲門,7,이 일을 가장 잘 하는 사람에게 부탁하면 돼.,We can ask the person who does that best.,只要請最擅長處理這類事情的人來幫忙就行了。,,
,39,1,왕궁별채 배경,지부장,Ellis Finnell,艾莉絲·皮內爾,66,그런거라면 간단하군요.,That's simple.,如果是這樣的話，那就簡單多了。,,
,39,2,왕궁별채 배경,누리,Nuri,諾莉,3,역시 지부장님이세요! 그럼 빨리가셔서 왕녀님에게 얘기를..,I knew it! So you can go and tell the princess...,果然是支部長啊！那就趕快去跟公主殿下說吧…,,
,39,3,왕궁별채 배경,지부장,Ellis Finnell,艾莉絲·皮內爾,66,그럴 필요없습니다. 넬슨이란 사람을 데려오면 되요.,There is no need. You can bring in a man named Nelson.,不需要這麼做。只要把奈爾森帶來就行了。,,
,39,4,왕궁별채 배경,,,,0,어디선가 쿵쾅대는 소리가 들리더니 누군가 다급하게 달려오고 있었다.,I heard a thud somewhere and someone was running urgently.,忽然聽到一聲轟隆的巨響，隨後有個人急急忙忙地跑了過來。,,
,39,5,왕궁별채 배경,디트,Deet,迪特,74,허억..허억..대화중에 미안하지만 혹시 무지개 동산 쪽에 장치를 설치해뒀었어?,"Oh, my God. I'm sorry to interrupt this conversation, but did you install a device near Rainbow?",嘿…嘿…對不起打斷你們的對話，不過你們有在彩虹樂園那邊安裝裝置嗎？,,
,39,6,왕궁별채 배경,요셉,Joseph,約瑟,98,"네, 혹시 몰라서 설치해뒀었죠.","Yes, I did it just in case.",有的，免得有意外，我已經安裝好了。,,
,39,7,왕궁별채 배경,디트,Deet,迪特,74,그곳에서 신호가 잡혀오고 있어. 그것도 무척 강하게!,There's a signal coming from there. That's very strong!,從那裡傳來了信號，而且還是非常強烈的！,,
,39,8,왕궁별채 배경,지부장,Ellis Finnell,艾莉絲·皮內爾,66,제가 넬슨이란 자를 데려올테니 여러분은 무지개 동산을 부탁하죠.,I'll get a man named Nelson. Check what happened at the Rainbow.,我會去把奈爾森帶來，大家負責彩虹樂園的事情吧。,,
,40,1,무지개 동산 배경,,,,0,무지개 동산에는 검은로브의 사도가 있었다.,There was an apostle of black robes at Rainbow.,彩虹樂園上有黑袍人的使徒。,,BGM/dragon_theme_10sec.mp3
,40,2,무지개 동산 배경,요셉,Joseph,約瑟,100,검은로브의 사도!,Black robe!,黑袍人的使徒！,,
,40,3,무지개 동산 배경,검은로브,Black robe,黑袍,105,또 만났구나! 하지만 이미 늦었어. 부활은 이미 시작됐으니!,We met again! But it's too late. The resurrection has already begun!,又遇見了！不過已經太遲了。復活已經開始了！,,
,40,4,무지개 동산 배경,,,,0,검은로브의 주변으로 거대한 마법진이 형성되어 빛을 발하자 무지개 동산 호수의 물기둥이 솟아올랐다.,"A huge magic circle formed around the black robe and shone, and the water column of the lake rose.",黑袍人周圍形成了巨大的魔法陣，散發著光芒，隨後彩虹山的湖泊水柱猛地升起。,7,
,40,5,시즌6컷신8,,,,0,그리고 그곳에서 다이어울프와 차원이 다른 막강한 힘을 지닌 드래곤이 나타났다.,And there appeared a dragon that looked stronger than Dire wolf.,然後，在那裡，出現了擁有與恐狼不同層次的強大力量的巨龍。,,
,41,1,무지개 동산 배경,누리,Nuri,諾莉,5,너무 강해!,We can't hold it!,太強大了！,,BGM/dragon_theme_10sec.mp3
,41,2,무지개 동산 배경,즈믄,Zimon,茲門,8,일단 후퇴하는게 좋겠어!,We'd better retreat for now!,現在最好還是撤退好了！,,
,41,3,무지개 동산 배경,베로니카,Veronica,貝羅尼卡,97,"네, 아무래도 새롭게 나타난 드래곤에 대해 알아야 할 것 같네요.","Yes, I think we should find out about the new enemy.",是的，似乎有必要了解一下那隻新出現的巨龍。,,
,42,1,왕궁별채 배경,지부장,Ellis Finnell,艾莉絲·皮內爾,68,검은로브의 사도가 또 나타났나요?,Is there apostle of the black robe there?,黑袍人的使徒又出現了嗎？,,
,42,2,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,97,"네, 그리고 또 다른 드래곤도 나타났고요..","Yeah, and another Dragon.",是的，還有另一隻龍也出現了…,,
,42,3,왕궁별채 배경,넬슨,Nelsen,內爾森,10,앞으로 그럼 두 마리가 더 나타나겠군요.,Then there will be two more.,那麼，接下來應該還會有兩隻龍出現了。,,
,42,4,왕궁별채 배경,누리,Nuri,諾莉,3,넬슨!,Nelson!,奈爾森！,,
,42,5,왕궁별채 배경,누리,Nuri,諾莉,2,근데 두 마리가 더 나타난다니 그게 무슨말이야?,Two more? What do you mean?,不過，兩隻龍再出現的意思是什麼？,,
,42,6,왕궁별채 배경,넬슨,Nelsen,內爾森,10,봉인된 문명은 4마리의 드래곤들이 부활할 때 다시 나타날 것이라고 유물에 써져있어.,It says on the artifect that the sealed civilization will reappear when the four dragons are resurrected.,遺物中寫著，封印的文明將在四隻龍復活時重新出現。,,
,42,7,왕궁별채 배경,넬슨,Nelsen,內爾森,10,그리고 고대 드래곤을 부활 시키는 방법에 대한 이야기도 써져있지..,And there's a way about how to resurrect an ancient dragon.,而且還有關於如何復活古代神龍的詳細方法也寫在其中。,,
,42,8,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,마석에 대한 정보도 있나요?,Do you have any information about the mana stone?,有關魔石的資訊也有嗎？,,
,42,9,왕궁별채 배경,넬슨,Nelsen,內爾森,10,"아니요, 사제님. 더 이상의 정보는 없었어요.","No, priestess. I didn't have any more information.",不，祭司大人。沒有更多的資訊了。,,
,42,10,왕궁별채 배경,요셉,Joseph,約瑟,98,검은로브를 제압하면 마석에 대한 정보를 얻을 수 있지 않을까요?,Wouldn't we be able to get information about the mana stone if we subdued the black robe?,如果能制伏黑袍人，或許能從他那裡得到有關魔石的資訊吧？,,
,42,11,왕궁별채 배경,누리,Nuri,諾莉,5,지금 우리가 가진 힘으로는 고대 드래곤조차 막지 못하잖아요!,But we can't even stop the ancient dragon!,以我們現在擁有的力量，根本無法阻止古代神龍的復活啊！,,
,42,12,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,빛의 축복을 받은 드래곤들이라면 고대 드래곤을 상대할 수 있을 겁니다.,"If you're a dragon blessed with light, you'll be able to defeat the ancient dragons.",如果是受到光之祝福的龍，應該能夠對抗古代神龍吧。,,
,42,13,왕궁별채 배경,누리,Nuri,諾莉,2,빛의 축복을 받은 드래곤?,Bless of Light?,受到光之祝福的龍？,,
,42,14,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,저희 신성 바이델왕국에서는 매주의 시작마다 아모르님에게 기도를 올리고 의식을 치릅니다.,"At the beginning of each week, we pray to Amorru and hold a ceremony in Holy Videl Kingdom.",在我們的神聖拜德爾王國，每週的開始，我們都會向阿莫爾大人祈禱並舉行儀式。,,
,42,15,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,이 의식을 빛의 축복이라 해요.,This ceremony is called the blessing of light.,這個儀式被稱為光之祝福。,,
,42,16,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,마이아님이 계시를 받아 5마리의 드래곤에게 축복을 부여하는 것이죠.,Maia is giving blessings to five dragons with her revelation.,是瑪亞·奧大人領受啟示，將祝福賜予五隻龍。,,
,42,17,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,축복을 받은 드래곤은 어떠한 악의 힘에도 영향을 받지 않아요.,Blessed dragons are not affected by any evil forces.,受到祝福的龍不會受到任何邪惡力量的影響。,,
,42,18,왕궁별채 배경,누리,Nuri,諾莉,2,그럼 매주마다 계시받는 드래곤이 바뀌나요?,Then does the dragons that are blessed change every week?,是的，每週都會有不同的龍接受啟示並獲得祝福。,,
,42,19,왕궁별채 배경,베로니카,Veronica,貝羅尼卡,94,"네, 마이아님이 매주 새로운 계시를 받으십니다.","Yes, Maia receives a new revelation every week.",是的，瑪亞·奧大人每週都會領受新的啟示。,,
,42,20,왕궁별채 배경,지부장,Ellis Finnell,艾莉絲·皮內爾,66,그렇군요. 그럼 빛의 축복을 받은 드래곤으로 싸워보죠.,I see. Let's fight the dragons blessed with light.,原來如此，那麼就讓我們以受到光之祝福的龍來戰鬥吧。,,
,42,21,왕궁별채 배경,넬슨,Nelsen,內爾森,10,그동안 나는 이 유물에 대한 해석을 모두 끝내놓을게!,"Then, I'll finish the interpretation of this artifact!",這段時間我已經完成了對這件文物的所有解讀！,,
,43,1,하늘왕국 왕궁 배경,,,,0,왕궁에 도착하니 지부장이 마중나와 있었고 함께 알현실로 들어갔다.,"When we arrived at the Royal Villa, the manager came out to meet us and entered the audience room together.",抵達王宮時，分部主任已經出來迎接，並一起進入了謁見室。,,
,43,2,하늘왕국 왕궁 배경,,,,0,루나 왕녀가 안도의 한숨을 쉬었다.,Princess Luna sighed with relief.,露娜公主鬆了一口氣。,,
,43,3,하늘왕국 왕궁 배경,루나,Luna,露娜,26,다행히 고대 드래곤을 제압하셨군요.,"Fortunately, you defeated the ancient dragon.",還好您制服了古代神龍。,,
,43,4,하늘왕국 왕궁 배경,루나,Luna,露娜,26,여러분들이 고대 드래곤을 상대하고 있을 때 유물에 대한 생각을 많이 했습니다.,"While you were defeating the ancient dragon, I thought about the artifact.",當你們對抗古代龍時，我一直在思考有關遺物的事情。,,
,43,5,하늘왕국 왕궁 배경,루나,Luna,露娜,26,생각 끝에 왕궁의 힘만으로는 유물을 지킬 수 없다는 결론에 이르렀어요.,"After thinking about it, I came to the conclusion that the power of Sky realm cannot protect the artifact.",經過深思熟慮，我得出了僅靠王宮的力量無法保護遺物的結論。,,
,43,6,하늘왕국 왕궁 배경,,,,0,루나 왕녀는 눈을 감고 잠시 숨을 들이마셨다가 내쉬며 말을 이어갔다.,"Princess Luna closed her eyes, breathed in for a while, and continued to speak.",露娜公主閉上眼睛，稍微深吸了一口氣，然後吐出，繼續說道。,,
,43,7,하늘왕국 왕궁 배경,루나,Luna,露娜,26,과거의 일이 다시 반복되지 않도록 여러분에게 부탁드립니다. 유물을 지켜주세요.,I ask you not to repeat what happened in the past. Please protect the artifact.,請你們幫忙避免過去的事情再次重演，請保護好遺物。,,
,43,8,하늘왕국 왕궁 배경,,,,0,모두들 자신의 귀를 의심하였다.,Everyone doubted their ears.,大家都懷疑自己是不是聽錯。,,
,43,9,하늘왕국 왕궁 배경,,,,0,차갑고 냉정했던 루나 왕녀가 부탁을 하다니...,"I can't believe the cold, hard-hearted Princess Luna asked us to...",冷酷且冷靜的露娜公主竟然會親自來請求…,,
,43,10,하늘왕국 왕궁 배경,루나,Luna,露娜,26,헥토르 그것을 내어오세요.,"Hector, bring it.",赫克托爾，拿出來吧。,,
,43,11,하늘왕국 왕궁 배경,헥토르,Hector,赫克托爾,33,"왕녀님, 다시 한번 생각을..","My princess, please reconsider.",公主，請您再三考慮…,,
,43,12,하늘왕국 왕궁 배경,루나,Luna,露娜,28,명령입니다! 가져오세요!,That's an order! Bring it!,這是命令！拿來！,,
,43,13,하늘왕국 왕궁 배경,헥토르,Hector,赫克托爾,33,"...네, 알겠습니다.",Yes princess.,…是的，我明白了。,,
,43,14,하늘왕국 왕궁 배경,,,,0,헥토르가 어떤 물건을 들고 왔다.,Hector brought something with him.,赫克托拿著某個東西走了過來。,,
,43,15,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그것은 왕국에서 최고수호자에게만 주어지는 수호자의 방패입니다.,"This is the shield, which is only given to the highest guardian of  Sky realm.",那是只會授予王國最高守護者的守護者之盾。,,
,43,16,하늘왕국 왕궁 배경,루나,Luna,露娜,26,그것이라면 더이상 힘이 악용되는 역사의 반복이 일어나지 않게 막을 수 있을 거에요.,That would prevent the repetition of history where power is no longer abused.,如果是那個，就能防止歷史中力量被濫用的重演。,,
,43,17,하늘왕국 왕궁 배경,,,,0,그렇게 수호자의 방패를 얻게 되었다.,That's how I got the Guardian's shield.,就這樣得到了守護者之盾。,,
,43,18,하늘왕국 왕궁 배경,,,,0,...,...,...,11,
,43,19,까만 배경,,,,0,...,...,...,,stop
,43,20,까만 배경,,,,0,어둡고 으슥한 동굴 속 어딘가…,"Somewhere in a dark, dark cave...",在陰暗而偏僻的洞穴深處…,,
,43,21,까만 배경,검은로브,Black robe,黑袍,105,이제 남은 유물을 찾아 고대드래곤을 부활시키면 그곳을 찾을 수 있을 것입니다.,"Now, if we find the remains and resurrect the ancient dragon, we will find it.",現在只要找到剩餘的文物，復活古代龍，就能找到那個地方。,,BGM/dream_vestige.mp3
,43,22,까만 배경,검은로브의 수장,Master black robe,Master 黑袍,106,빛의 사제들이 방해를 하는군.,The Priests of Light are interfering with us.,光之祭司們在阻撓啊。,,
,43,23,까만 배경,검은로브,Black robe,黑袍,105,괜찮습니다. 어차피 그곳을 찾아내는건 시간문제일 뿐이니까요.,You don't have to care. It's only a matter of time before we find it anyway.,沒關係，反正找出那個地方只是個小事。,,
,43,24,까만 배경,검은로브의 수장,Master black robe,Master 黑袍,106,"그래, 그것을 손에 넣기만 한다면 우리의 사명이 곧 이루어질 것이다. 크크크큭","Yes. If we get hold of it, our long-cherished desire will soon come true. ",對，只要把它握在手中，我們的使命很快就會實現的。呵呵呵呵。,,